company_raw,company_normalized,official_name,factset_entity_id
"CB Richard Ellis, Inc",cb richard ellis,"CBRE Group, Inc.",0014DV-E
CBRE Australia,cbre australia,"CBRE Group, Inc.",0014DV-E
CBRE Global Investors (NL) B.V.,cbre global investors nl b v,"CBRE Group, Inc.",0014DV-E
Insight Direct (UK) Ltd,insight direct uk,"Insight Enterprises, Inc.",0014LH-E
"Steve Madden, Ltd.",steve madden,"Steven Madden, Ltd.",0014N5-E
"Steven Madden, Ltd.",steven madden,"Steven Madden, Ltd.",0014N5-E
"UGI Energy Services, LLC",ugi energy services,UGI Corporation,0014W4-E
International Finance Corporation - World Bank,international finance world bank,International Bank for Reconstruction and Development (IBRD),0015CS-E
Lifetime Brands,lifetime brands,"Lifetime Brands, Inc.",0015FQ-E
SCHLUMBERGER SERVICOS DE PETROLEO LTDA,schlumberger servicos de petroleo ltda,Schlumberger Limited,0015N4-E
Schlumberger Offshore Services Ltd,schlumberger offshore services,Schlumberger Limited,0015N4-E
SLB,slb,Schlumberger Limited,0015N4-E
Biogen UK Ltd,biogen uk,Biogen Inc.,00167Y-E
Biogen Idec,biogen idec,Biogen Inc.,00167Y-E
Biogen,biogen,Biogen Inc.,00167Y-E
CF Partner Biogen Idec,cf partner biogen idec,Biogen Inc.,00167Y-E
Deciem Inc.,deciem,The EstÃ©e Lauder Companies Inc.,00172R-E
Aveda Corporation,aveda,The EstÃ©e Lauder Companies Inc.,00172R-E
"Estée Lauder (Shanghai) Commercial Co., Ltd.",estee lauder shanghai commercial,The EstÃ©e Lauder Companies Inc.,00172R-E
Estee Lauder AG,estee lauder,The EstÃ©e Lauder Companies Inc.,00172R-E
ELC Beauty LLC,elc beauty,The EstÃ©e Lauder Companies Inc.,00172R-E
Willamette Valley Vineyards,willamette valley vineyards,"Willamette Valley Vineyards, Inc.",00174Y-E
INDUSTRIAS LEAR DE ARGENTINA SRL,industrias lear de argentina,Lear Corporation,0017TG-E
RBC Corp Real Estate,rbc real estate,Royal Bank of Canada,0018FV-E
RBC Climate Strategy and Governance,rbc climate strategy and governance,Royal Bank of Canada,0018FV-E
BRIDGESTONE EMIA Manufacturing,bridgestone emia manufacturing,Bridgestone Corporation,001B7B-E
Bridgestone New Zealand Limited,bridgestone new zealand,Bridgestone Corporation,001B7B-E
Bridgestone New Zealand Ltd Organisation,bridgestone new zealand organisation,Bridgestone Corporation,001B7B-E
Bridgestone NZ Ltd,bridgestone nz,Bridgestone Corporation,001B7B-E
Brisa Bridgestone Sabanci Lastik San.ve Tic A.S,brisa bridgestone sabanci lastik san ve tic a s,Bridgestone Corporation,001B7B-E
"Bridgestone Hispania Manufacturing, S.L",bridgestone hispania manufacturing s l,Bridgestone Corporation,001B7B-E
"Bridgestone Americas Tire Operations, LLC",bridgestone americas tire operations,Bridgestone Corporation,001B7B-E
BRISA BRIDGESTONE SABANCI TYRE MANUFACTURING AND TRADING INC.,brisa bridgestone sabanci tyre manufacturing and trading,Bridgestone Corporation,001B7B-E
Sony Pictures,sony pictures,Sony Group Corporation,001CJR-E
Sony,sony,Sony Group Corporation,001CJR-E
SONY MIDDLE EAST & AFRICA FZE,sony middle east africa fze,Sony Group Corporation,001CJR-E
SonyChannel,sonychannel,Sony Group Corporation,001CJR-E
Sony Pictures Entertainment,sony pictures entertainment,Sony Group Corporation,001CJR-E
Deutsche Bank AG,deutsche bank,Deutsche Bank AG,001D6B-E
Masimo Corporation,masimo,Masimo Corporation,001DY1-E
Eversource Energy,eversource energy,Eversource Energy,001FBC-E
Ciena Corporation,ciena,Ciena Corporation,001FR9-E
innogy SE / RWE,innogy rwe,RWE AG,001FW9-E
innogy Direkt GmbH,innogy direkt,RWE AG,001FW9-E
Essent Nederland,essent nederland,RWE AG,001FW9-E
KELAG,kelag,RWE AG,001FW9-E
Essent Support Group,essent support,RWE AG,001FW9-E
Banco Santander Chile,banco santander chile,Banco Santander-Chile,001HST-E
ITOCHU CORPORATION,itochu,ITOCHU Corporation,001KW1-E
Lubricants UK Ltd,lubricants uk,BP p.l.c.,001LLD-E
Castrol,castrol,BP p.l.c.,001LLD-E
Castrol Vecton,castrol vecton,BP p.l.c.,001LLD-E
AirBP,airbp,BP p.l.c.,001LLD-E
Castrol Professional,castrol professional,BP p.l.c.,001LLD-E
Air BP/Rocket Route,air bp rocket route,BP p.l.c.,001LLD-E
BP,bp,BP p.l.c.,001LLD-E
Aral,aral,BP p.l.c.,001LLD-E
Air BP,air bp,BP p.l.c.,001LLD-E
BP Türkiye,bp turkiye,BP p.l.c.,001LLD-E
AWS,aws,"Amazon.com, Inc.",001MF1-E
Amazon,amazon,"Amazon.com, Inc.",001MF1-E
"Autoliv (Nanjing) Vehicle Safety Systems Co., Ltd",autoliv nanjing vehicle safety systems,Autoliv Inc.,001MF2-E
Banco de CrâˆšÂ©dito del Perâˆšâˆ« - Agencia LAB,banco de craˆsa dito del peraˆsaˆ agencia lab,Credicorp Ltd.,001MPG-E
BANCO DE CREDITO DEL PERU - BCP WOW FEST 2024,banco de credito del peru bcp wow fest 2024,Credicorp Ltd.,001MPG-E
Banco de CrâˆšÂ©dito de Bolivia S.A.,banco de craˆsa dito de bolivia s a,Credicorp Ltd.,001MPG-E
PACIFICO COMPAâˆšÃ«IA DE SEGUROS Y REASEGUROS S.A,pacifico compaaˆsa ia de seguros y reaseguros s a,Credicorp Ltd.,001MPG-E
PACIFICO ASISTE S.A,pacifico asiste s a,Credicorp Ltd.,001MPG-E
Ralph Lauren Corporation,ralph lauren,Ralph Lauren Corporation,001MY1-E
"BXP, Inc.",bxp,"Boston Properties, Inc.",001N7P-E
Barclays Bank Plc,barclays bank,Barclays Bank PLC,001NZM-E
KFC FRANCE,kfc france,"Yum! Brands, Inc.",001QFL-E
Fujitsu Finland Oy,fujitsu finland oy,Fujitsu Limited,001R4R-E
Fujitsu UK,fujitsu uk,Fujitsu Limited,001R4R-E
Fujitsu Australia and New Zealand,fujitsu australia and new zealand,Fujitsu Limited,001R4R-E
Fujitsu Australia Limited,fujitsu australia,Fujitsu Limited,001R4R-E
Fujitsu,fujitsu,Fujitsu Limited,001R4R-E
Fujitsu Service Ltd,fujitsu service,Fujitsu Limited,001R4R-E
CH ROBINSON INTERNATIONAL INC,ch robinson international,"C.H. Robinson Worldwide, Inc.",001RND-E
C.H. Robinson Europe B.V.,c h robinson europe b v,"C.H. Robinson Worldwide, Inc.",001RND-E
CH ROBINSON FREIGHT SERVICES (CHINA) LTD,ch robinson freight services china,"C.H. Robinson Worldwide, Inc.",001RND-E
CH ROBINSON WORLDWIDE FREIGHT INDIA PRIVATE LIMITED,ch robinson worldwide freight india private,"C.H. Robinson Worldwide, Inc.",001RND-E
CH ROBINSON WORLDWIDE FREIGHT,ch robinson worldwide freight,"C.H. Robinson Worldwide, Inc.",001RND-E
CH ROBINSON FREIGHT SERVICES LTD,ch robinson freight services,"C.H. Robinson Worldwide, Inc.",001RND-E
CH ROBINSON,ch robinson,"C.H. Robinson Worldwide, Inc.",001RND-E
CH ROBINSON WORLDWIDE INC,ch robinson worldwide,"C.H. Robinson Worldwide, Inc.",001RND-E
C H ROBINSON WORLDWIDE FRT I P LTD,c h robinson worldwide frt i p,"C.H. Robinson Worldwide, Inc.",001RND-E
CH ROBINSON EUROPE BV,ch robinson europe,"C.H. Robinson Worldwide, Inc.",001RND-E
Freightquote (c.h. Robinson),freightquote c h robinson,"C.H. Robinson Worldwide, Inc.",001RND-E
ING WORLD LINK SHIPPING LLC,ing world link shipping,ING Groep N.V.,001RVZ-E
Ingredion Mexico,ingredion mexico,Ingredion Incorporated,001T4T-E
FedEx,fedex,FedEx Corporation,001TR0-E
Fedex Office Program,fedex office program,FedEx Corporation,001TR0-E
FedEx Office,fedex office,FedEx Corporation,001TR0-E
FEDEX TRADE NETWORK,fedex trade network,FedEx Corporation,001TR0-E
FEDEX TRADE NETWKS TRNSPT & BRK P L,fedex trade netwks trnspt brk p l,FedEx Corporation,001TR0-E
FedEx customers,fedex customers,FedEx Corporation,001TR0-E
TNT Express GmbH,tnt express,FedEx Corporation,001TR0-E
TNT Express GmbH Germany,tnt express germany,FedEx Corporation,001TR0-E
Mettler-Toledo International Inc.,mettler toledo international,Mettler-Toledo International Inc.,001VB2-E
Mettler-Toledo,mettler toledo,Mettler-Toledo International Inc.,001VB2-E
AXA Insurance DAC,axa insurance dac,AXA S.A.,001VPR-E
AXA INVESTMENT MANAGERS,axa investment managers,AXA S.A.,001VPR-E
AXA,axa,AXA S.A.,001VPR-E
AXA PREVENTION,axa prevention,AXA S.A.,001VPR-E
Catlin Insurance Company Limited,catlin insurance,AXA S.A.,001VPR-E
AXA XL,axa xl,AXA S.A.,001VPR-E
AXA Investment Managers GS Limited,axa investment managers gs,AXA S.A.,001VPR-E
"Steelcase, Inc.",steelcase,Steelcase Inc.,001VRS-E
WESCO Distribution Inc.,wesco distribution,"WESCO International, Inc.",001WFS-E
Prana,prana,Columbia Sportswear Company,001WFT-E
"prAna Living, LLC.",prana living,Columbia Sportswear Company,001WFT-E
COMPANHIA SIDERURGICA NACIONAL,companhia siderurgica nacional,Companhia SiderÃºrgica Nacional,001XKN-E
Nestlé,nestle,Nestlé S.A.,001XQ4-E
Nespresso,nespresso,Nestlé S.A.,001XQ4-E
Nespresso S.A.,nespresso s a,Nestlé S.A.,001XQ4-E
"Garden of Life, LLC",garden of life,Nestlé S.A.,001XQ4-E
Nestlé Dominicana SA,nestle dominicana,Nestlé S.A.,001XQ4-E
Nescafé,nescafe,Nestlé S.A.,001XQ4-E
NESTLÉ BRASIL LTDA.,nestle brasil ltda,Nestlé S.A.,001XQ4-E
NESTLÉ PERÚ S.A,nestle peru s a,Nestlé S.A.,001XQ4-E
Nespresso Brasil,nespresso brasil,Nestlé S.A.,001XQ4-E
Nestle Waters North America,nestle waters north america,Nestlé S.A.,001XQ4-E
NestlÃ©,nestla,Nestlé S.A.,001XQ4-E
Gerber US,gerber us,Nestlé S.A.,001XQ4-E
Chameleon Cold Brew,chameleon cold brew,Nestlé S.A.,001XQ4-E
Nestlé Travel & Fleet Compensation,nestle travel fleet compensation,Nestlé S.A.,001XQ4-E
NESTLE CANADA INC,nestle canada,Nestlé S.A.,001XQ4-E
POSCO-CTPC,posco ctpc,POSCO Holdings Inc.,001YDC-E
Bentley Motors Limited,bentley motors,Volkswagen AG,001YFZ-E
Volkswagen Marke Pkw,volkswagen marke pkw,Volkswagen AG,001YFZ-E
Volkswagen Nutzfahrzeuge,volkswagen nutzfahrzeuge,Volkswagen AG,001YFZ-E
SEAT S.A.,seat s a,Volkswagen AG,001YFZ-E
Bentley,bentley,Volkswagen AG,001YFZ-E
Volkswagen Group Taiwan,volkswagen taiwan,Volkswagen AG,001YFZ-E
VW PKW,vw pkw,Volkswagen AG,001YFZ-E
Volkswagen,volkswagen,Volkswagen AG,001YFZ-E
Porsche Cars North America,porsche cars north america,Volkswagen AG,001YFZ-E
Volkswagen Deutschland GmbH & Co. KG,volkswagen deutschland kg,Volkswagen AG,001YFZ-E
Skoda Auto a.s.,skoda auto a s,Volkswagen AG,001YFZ-E
Volkswagen Group UK,volkswagen uk,Volkswagen AG,001YFZ-E
VW Sachsen GmbH,vw sachsen,Volkswagen AG,001YFZ-E
Autostadt GmbH,autostadt,Volkswagen AG,001YFZ-E
Volkswagen Pkw,volkswagen pkw,Volkswagen AG,001YFZ-E
Volkswagen Brand Passenger Cars,volkswagen brand passenger cars,Volkswagen AG,001YFZ-E
VfL Wolfsburg-Fußball GmbH,vfl wolfsburg fußball,Volkswagen AG,001YFZ-E
Marke Volkswagen,marke volkswagen,Volkswagen AG,001YFZ-E
Audi Sport,audi sport,Volkswagen AG,001YFZ-E
Volkswagen Zubehör GmbH,volkswagen zubehor,Volkswagen AG,001YFZ-E
LeasePlan Corporation N.V.,leaseplan n v,Volkswagen AG,001YFZ-E
Bentley MEAI - Kuwait,bentley meai kuwait,Volkswagen AG,001YFZ-E
Bentley MEAI - Johannesburg,bentley meai johannesburg,Volkswagen AG,001YFZ-E
Bentley MEAI - Doha The Pearl,bentley meai doha the pearl,Volkswagen AG,001YFZ-E
Bentley MEAI - Muscat,bentley meai muscat,Volkswagen AG,001YFZ-E
CO2-Neutral Enyaq,co2 neutral enyaq,Volkswagen AG,001YFZ-E
SKODA,skoda,Volkswagen AG,001YFZ-E
Porsche Immobilien GmbH Teilevertrieb Porsche Austria GmbH & Co. OG sowie Porsche Air Service GmbH,porsche immobilien teilevertrieb porsche austria og sowie porsche air service,Volkswagen AG,001YFZ-E
Bentley Retail UK,bentley retail uk,Volkswagen AG,001YFZ-E
PHD - VWG - VW Fleet Services,phd vwg vw fleet services,Volkswagen AG,001YFZ-E
AUDI BRUSSELS SA/NV,audi brussels,Volkswagen AG,001YFZ-E
Volkswagen Group Consulting,volkswagen consulting,Volkswagen AG,001YFZ-E
Autostadt GmbH Wolfsburg,autostadt wolfsburg,Volkswagen AG,001YFZ-E
VW Commercial Vehicles,vw commercial vehicles,Volkswagen AG,001YFZ-E
Volkswagen Commercial Vehicles,volkswagen commercial vehicles,Volkswagen AG,001YFZ-E
Credit Suisse (Hong Kong) Limited,credit suisse hong kong,Credit Suisse Group AG,001YJY-E
Credit Suisse,credit suisse,Credit Suisse Group AG,001YJY-E
Credit Suisse USA,credit suisse usa,Credit Suisse Group AG,001YJY-E
Marriott International,marriott international,"Marriott International, Inc.",001YRD-E
Marriot,marriot,"Marriott International, Inc.",001YRD-E
Sheraton New Delhi Hotel,sheraton new delhi hotel,"Marriott International, Inc.",001YRD-E
Marriott Marquis San Diego Marina,marriott marquis san diego marina,"Marriott International, Inc.",001YRD-E
Wonderful Time - Marriott SâˆšÂ£o Paulo Airport,wonderful time marriott saˆsa o paulo airport,"Marriott International, Inc.",001YRD-E
National Bank of Canada,national bank of canada,National Bank of Canada,00200H-E
Banque Nationale du Canada,banque nationale du canada,National Bank of Canada,00200H-E
Banque Nationale,banque nationale,National Bank of Canada,00200H-E
WENDEL,wendel,Wendel,00210Z-E
TIM Spa,tim,Telecom Italia S.p.A. (TIM S.p.A.),002111-E
TIM S/A,tim s a,Telecom Italia S.p.A. (TIM S.p.A.),002111-E
TIM Celular S.A.,tim celular s a,Telecom Italia S.p.A. (TIM S.p.A.),002111-E
RELX,relx,RELX PLC,002118-E
Elsevier Ltd.,elsevier,RELX PLC,002118-E
SODEXO / FOND STOP HUNGER,sodexo fond stop hunger,Sodexo S.A.,0021DS-E
SODEXO,sodexo,Sodexo S.A.,0021DS-E
Sodexo Pass Belgium SA,sodexo pass belgium,Sodexo S.A.,0021DS-E
Republic Services,republic services,"Republic Services, Inc.",0022QP-E
NTT Data,ntt data,Nippon Telegraph and Telephone Corporation,00231G-E
San Diego Gas and Electric,san diego gas and electric,Sempra Energy,00247H-E
San Diego Gas & Electric,san diego gas electric,Sempra Energy,00247H-E
eBay Deutschland,ebay deutschland,eBay Inc.,0024V8-E
eBay Inc.,ebay,eBay Inc.,0024V8-E
Waste Management - Phoenix Open,waste management phoenix open,"Waste Management, Inc.",0024XW-E
Waste Management,waste management,"Waste Management, Inc.",0024XW-E
Waste Management Phoenix Open PGA TOUR,waste management phoenix open pga tour,"Waste Management, Inc.",0024XW-E
"Heidrick & Struggles, Inc.",heidrick struggles,"Heidrick & Struggles International, Inc.",00253Q-E
Heidrick and Struggles,heidrick and struggles,"Heidrick & Struggles International, Inc.",00253Q-E
Mercedes-Benz Australia/Pacific Pty Ltd,mercedes benz australia pacific,Mercedes-Benz Group AG,0025F0-E
Mercedes-AMG GmbH,mercedes amg,Mercedes-Benz Group AG,0025F0-E
"Mercedes-Benz U.S. International, Inc.",mercedes benz u s international,Mercedes-Benz Group AG,0025F0-E
Mercedes-Benz AG,mercedes benz,Mercedes-Benz Group AG,0025F0-E
Mercedes-AMG PETRONAS Formula 1 Team,mercedes amg petronas formula 1 team,Mercedes-Benz Group AG,0025F0-E
Mercedes AMG High Performance Powertrains,mercedes amg high performance powertrains,Mercedes-Benz Group AG,0025F0-E
Mercedes-Benz Dealer Bedrijven BV,mercedes benz dealer bedrijven,Mercedes-Benz Group AG,0025F0-E
Amdocs (UK) Ltd,amdocs uk,Amdocs Limited,0025KH-E
Amdocs,amdocs,Amdocs Limited,0025KH-E
"Goldman Sachs Group, Inc.",goldman sachs,"The Goldman Sachs Group, Inc.",002615-E
"The Goldman Sachs Group, Inc.",the goldman sachs,"The Goldman Sachs Group, Inc.",002615-E
J. Aron & Company,j aron,"The Goldman Sachs Group, Inc.",002615-E
Goldman Sachs J.Aron,goldman sachs j aron,"The Goldman Sachs Group, Inc.",002615-E
Range Resources Corporation,range resources,Range Resources Corporation,00266T-E
Telefônica Brasil S.A.,telefonica brasil s a,Telefônica Brasil S.A.,0026X8-E
Citi,citi,Citigroup Inc.,0027L0-E
"Citigroup, Inc",citigroup,Citigroup Inc.,0027L0-E
Oxxo,oxxo,"Fomento Económico Mexicano, S.A.B. de C.V.",0027QS-E
Bunzl UK Ltd,bunzl uk,Bunzl plc,00288B-E
Bunzl Cleaning and Safety Supplies,bunzl cleaning and safety supplies,Bunzl plc,00288B-E
Bunzl Saúde,bunzl saude,Bunzl plc,00288B-E
BNP Paribas Depositary Services Limited,bnp paribas depositary services,BNP Paribas S.A.,0028BD-E
ARVAL Insurance,arval insurance,BNP Paribas S.A.,0028BD-E
BNP PARIBAS LEASING SOLUTIONS,bnp paribas leasing solutions,BNP Paribas S.A.,0028BD-E
BNP Paribas,bnp paribas,BNP Paribas S.A.,0028BD-E
BNP Paribas Arbitrage,bnp paribas arbitrage,BNP Paribas S.A.,0028BD-E
BNP PARIBAS ASSET MANAGEMENT,bnp paribas asset management,BNP Paribas S.A.,0028BD-E
"Cardif Life Insurance Co., Ltd.",cardif life insurance,BNP Paribas S.A.,0028BD-E
Arval Deutschland GmbH,arval deutschland,BNP Paribas S.A.,0028BD-E
Bayer,bayer,Bayer AG,0028L7-E
Bayer S.A.,bayer s a,Bayer AG,0028L7-E
Booking Holdings Inc.,booking,Booking Holdings Inc.,0029GL-E
Booking.com (USA) Inc,booking com usa,Booking Holdings Inc.,0029GL-E
Booking.com,booking com,Booking Holdings Inc.,0029GL-E
Avista,avista,Avista Corporation,0029Q9-E
Avista's Coyote Springs Unit 2 Facility,avista s coyote springs unit 2 facility,Avista Corporation,0029Q9-E
Avista-Coyote Springs,avista coyote springs,Avista Corporation,0029Q9-E
Avista- Coyote Springs Unit 2,avista coyote springs unit 2,Avista Corporation,0029Q9-E
SoftBank,softbank,SoftBank Group Corp.,0029XB-E
Fortress Investment Group LLC,fortress investment,SoftBank Group Corp.,0029XB-E
Pukka Herbs,pukka herbs,Unilever PLC,002BV8-E
Dove,dove,Unilever PLC,002BV8-E
Ben & Jerry's,ben jerry s,Unilever PLC,002BV8-E
EKATERRA GLOBAL OPERATIONS BV,ekaterra global operations,Unilever PLC,002BV8-E
Unilever,unilever,Unilever PLC,002BV8-E
Ben & Jerry's Homemade Holdings Inc,ben jerry s homemade,Unilever PLC,002BV8-E
Tea Too Pty Ltd,tea too,Unilever PLC,002BV8-E
Unilever Brasil S.A.,unilever brasil s a,Unilever PLC,002BV8-E
Transmeri Group Ab Oy,transmeri oy,Unilever PLC,002BV8-E
Seventh Generation,seventh generation,Unilever PLC,002BV8-E
Love Beauty and Planet,love beauty and planet,Unilever PLC,002BV8-E
Unilever Argentina,unilever argentina,Unilever PLC,002BV8-E
UNILEVER MANUFACTURERA S DE RL DE CV,unilever manufacturera s de rl de cv,Unilever PLC,002BV8-E
"Unilever de México, S. de R.L. de C.V.",unilever de mexico s de r l de c v,Unilever PLC,002BV8-E
Infosys,infosys,Infosys Limited,002C0D-E
Infosys Finacle Conclave,infosys finacle conclave,Infosys Limited,002C0D-E
Adecco,adecco,Adecco Group AG,002C2M-E
KYOCERA Document Solutions Deutschland GmbH,kyocera document solutions deutschland,Kyocera Corporation,002CB8-E
Kyocera Document Solutions Austria,kyocera document solutions austria,Kyocera Corporation,002CB8-E
Banco Santander Argentina Sociedad Anónima,banco santander argentina sociedad anonima,Banco Santander Río S.A.,002CM9-E
CARREFOUR,carrefour,Carrefour SA,002D1X-E
ENEL GENERACION CHILE S.A.,enel generacion chile s a,Enel Generación Chile S.A.,002DF3-E
SECURITAS GÜVENLIK HIZMETLERI ANONIMSIRKETI,securitas guvenlik hizmetleri anonimsirketi,Securitas AB,002DG3-E
Gildan Activewear,gildan activewear,Gildan Activewear Inc.,002F3F-E
Domino's,domino s,"Domino's Pizza, Inc.",002F57-E
JLL,jll,Jones Lang LaSalle Incorporated,002FQ3-E
Jones Lang Lasalle (VIC) Pty Limited,jones lang lasalle vic,Jones Lang LaSalle Incorporated,002FQ3-E
United Therapeutics Corporation,united therapeutics,United Therapeutics Corporation,002G54-E
"BlackRock, Inc.",blackrock,"BlackRock, Inc.",002HJD-E
Ageas,ageas,Ageas SA/NV,002HKJ-E
Ageas Federal Life Insurance Co Ltd,ageas federal life insurance,Ageas SA/NV,002HKJ-E
"Ageas Portugal Holdings, SGPS, S.A.",ageas portugal sgps s a,Ageas SA/NV,002HKJ-E
"Columbia Gas of Virginia, Inc.",columbia gas of virginia,NiSource Inc.,002HW9-E
"Northern Indiana Public Service Company, LLC",northern indiana public service,NiSource Inc.,002HW9-E
L&G,l g,Legal & General Group Plc,002J79-E
HSBC,hsbc,HSBC Holdings plc,002J95-E
Hsbc Bank Uruguay S.a,hsbc bank uruguay s a,HSBC Holdings plc,002J95-E
Bertelsmann SE & Co. KGaA,bertelsmann kgaa,Bertelsmann SE & Co. KGaA,002JGK-E
Anglo-American Corporate Services SA,anglo american corporate services,Anglo American plc,002JWK-E
